Date,Transaction Description,Category,Amount,Type
2024-07-13,Invoice deposit financial.,Health & Fitness,545.49,Expense
2024-07-13,Transfer charge tax digital.,Investment,3309.22,Income
2024-07-13,Flight express standard fee clinic mortgage.,Salary,405.71,Income
2024-07-14,Support household travel loan water.,Other,2643.04,Income
2024-07-14,Grocery credit food annual.,Food & Drink,903.89,Expense
2024-07-14,Bus discount package regular online.,Shopping,977.35,Expense
2024-07-14,Deposit purchase savings.,Entertainment,1805.43,Expense
2024-07-14,Household financial.,Entertainment,1230.02,Expense
2024-07-14,Food household store delivery renewal.,Travel,1190.46,Expense
2024-07-14,Deal fuel.,Shopping,943.47,Expense
2024-07-14,Shop processed deposit phone entertainment pending adjustment.,Other,1691.26,Income
2024-07-15,Deposit package express contract order business.,Entertainment,1919.97,Expense
2024-07-15,Flight savings utility client flight.,Entertainment,1423.84,Expense
2024-07-15,Fuel gym economy bill pharmacy parking net.,Travel,900.87,Expense
2024-07-15,Advance investment daily utility app software adjustment.,Investment,3887.01,Income
2024-07-15,Digital account service hardware.,Shopping,1700.11,Expense
2024-07-16,Equipment advance direct mall shop travel.,Rent,1147.97,Expense
2024-07-16,App automatic automatic standard.,Shopping,1513.9,Expense
2024-07-16,Net order monthly utility water regular credit.,Health & Fitness,1196.32,Expense
2024-07-16,Certain camera represent.,Salary,1581.22,Income
2024-07-16,Software equipment app parking equipment direct.,Shopping,738.46,Expense
2024-07-16,Water software parking bonus equipment online.,Utilities,448.0,Expense
2024-07-17,Interest loan order invoice hospital package package.,Travel,1257.76,Expense
2024-07-17,Hardware loan order.,Entertainment,805.87,Expense
2024-07-17,Purchase freelance platform.,Salary,1043.18,Income
2024-07-17,Management hospital project.,Travel,1138.84,Expense
2024-07-17,Vendor mall total priority tax order.,Salary,685.57,Income
2024-07-17,Reward vendor taxi standard.,Rent,771.32,Expense
2024-07-18,Network restaurant.,Shopping,973.77,Expense
2024-07-18,Electricity health equipment.,Rent,637.45,Expense
2024-07-18,Phone equipment renewal.,Health & Fitness,1890.85,Expense
2024-07-18,Processed tools adjustment personal investment.,Salary,527.47,Income
2024-07-18,Loan gross interest software app discount.,Utilities,64.57,Expense
2024-07-18,Business economy investment net priority credit debit.,Other,3880.98,Income
2024-07-18,Premium package flight bus phone business.,Entertainment,1083.4,Expense
2024-07-18,Equipment credit.,Shopping,942.07,Expense
2024-07-18,Business investment daily client fee system budget.,Utilities,877.37,Expense
2024-07-18,Daily household insurance fuel grocery parking.,Entertainment,611.44,Expense
2024-07-19,Parking debit train discount phone.,Health & Fitness,250.21,Expense
2024-07-19,Payment monthly net.,Entertainment,1157.42,Expense
2024-07-19,Discount bus market bill credit entertainment.,Shopping,206.16,Expense
2024-07-19,Salary economy total insurance standard adjustment.,Travel,999.24,Expense
2024-07-19,Discount deposit regular freelance flight vendor.,Travel,1018.67,Expense
2024-07-20,Bill equipment plan charge mortgage.,Travel,1645.02,Expense
2024-07-20,Special order purchase.,Utilities,440.42,Expense
2024-07-20,Tell brother defense list second.,Rent,856.72,Expense
2024-07-21,Charge insurance utility restaurant network weekly.,Utilities,49.82,Expense
2024-07-21,Deposit adjustment personal pharmacy annual salary weekly.,Shopping,508.95,Expense
2024-07-21,Business bus total fee.,Entertainment,1355.59,Expense
2024-07-21,Shop digital account household mortgage personal service.,Salary,962.36,Income
2024-07-21,Software package mall package hospital tools insurance.,Utilities,1085.37,Expense
2024-07-21,Tv budget system book.,Entertainment,1821.07,Expense
2024-07-22,Face mission brother figure hear.,Other,2611.0,Income
2024-07-22,Gym transfer.,Rent,1565.36,Expense
2024-07-22,Online client utility.,Investment,2396.27,Income
2024-07-22,Automatic mortgage freelance.,Utilities,50.68,Expense
2024-07-22,Client direct digital subscription special household.,Salary,1818.89,Income
2024-07-23,Health project delivery financial project hotel special.,Health & Fitness,1630.64,Expense
2024-07-23,Democratic standard major.,Investment,3572.0,Income
2024-07-23,App adjustment tools automatic deposit.,Entertainment,1323.68,Expense
2024-07-23,Booking software.,Rent,1788.47,Expense
2024-07-23,Vendor premium weekly freelance daily.,Rent,1518.19,Expense
2024-07-23,Direct total annual premium system electricity clinic.,Health & Fitness,728.43,Expense
2024-07-23,Agreement central six instead.,Investment,4780.0,Income
2024-07-23,Online online.,Utilities,456.87,Expense
2024-07-23,Platform taxi.,Entertainment,609.97,Expense
2024-07-24,Online digital monthly loan electricity restaurant.,Other,3918.3,Income
2024-07-24,Clinic purchase monthly.,Health & Fitness,918.08,Expense
2024-07-24,Direct renewal premium mall contract.,Food & Drink,972.58,Expense
2024-07-24,Payment household phone utility.,Rent,1638.08,Expense
2024-07-25,Automatic personal credit.,Entertainment,768.34,Expense
2024-07-25,Automatic digital material.,Entertainment,950.81,Expense
2024-07-25,Give that individual of not.,Health & Fitness,823.6,Expense
2024-07-26,Economy plan.,Health & Fitness,1218.18,Expense
2024-07-26,Equipment account credit discount store delivery health.,Other,2861.06,Income
2024-07-26,Reward support invoice clinic bill adjustment tax.,Rent,1463.36,Expense
2024-07-26,Insurance interest service.,Rent,895.52,Expense
2024-07-26,Savings daily payment household clinic.,Food & Drink,772.25,Expense
2024-07-26,Store net bonus premium.,Other,2239.51,Income
2024-07-26,Salary utility parking economy material monthly.,Salary,494.63,Income
2024-07-26,Purchase subscription renewal.,Salary,885.33,Income
2024-07-26,Little result paper seven.,Other,2577.0,Income
2024-07-26,Seven project chance road.,Shopping,1133.69,Expense
2024-07-26,Express entertainment bill maintenance gym vendor.,Shopping,396.16,Expense
2024-07-26,Professor important do house must.,Shopping,1512.39,Expense
2024-07-26,Equipment monthly support vendor.,Salary,103.03,Income
2024-07-26,Position tend religious.,Salary,365.65,Income
2024-07-26,Advance savings order.,Utilities,526.17,Expense
2024-07-27,Plan invoice purchase gym train electricity grocery.,Utilities,941.28,Expense
2024-07-27,My serious whatever miss seek.,Health & Fitness,1550.65,Expense
2024-07-27,Someone religious night buy nice.,Salary,515.02,Income
2024-07-27,Flight debit regular express.,Travel,337.42,Expense
2024-07-27,Build view.,Utilities,1711.45,Expense
2024-07-27,App pharmacy fee premium.,Rent,1439.09,Expense
2024-07-27,Delivery adjustment digital account freelance hotel.,Shopping,1089.72,Expense
2024-07-27,Loan insurance clinic fee.,Investment,3149.93,Income
2024-07-27,Hotel management.,Shopping,813.71,Expense
2024-07-28,Entertainment budget.,Other,3579.62,Income
2024-07-28,Entertainment weekly market credit investment software salary.,Utilities,1662.4,Expense
2024-07-28,Order economy invoice pharmacy.,Salary,141.34,Income
2024-07-28,Be move fly open.,Utilities,209.55,Expense
2024-07-28,Ever day.,Entertainment,898.72,Expense
2024-07-28,Freelance credit app insurance store personal digital.,Travel,915.45,Expense
2024-07-28,Total support gym project weekly renewal.,Rent,931.88,Expense
2024-07-29,System market internet plan processed deal.,Rent,217.52,Expense
2024-07-29,Fish either boy between collection.,Food & Drink,329.87,Expense
2024-07-29,Food gym health.,Travel,761.97,Expense
2024-07-29,Eight bed fill.,Food & Drink,1610.7,Expense
2024-07-29,Monthly salary.,Entertainment,756.91,Expense
2024-07-29,Hotel balance grocery economy hardware hardware maintenance.,Entertainment,546.83,Expense
2024-07-29,Travel internet parking market.,Utilities,920.67,Expense
2024-07-29,Future congress.,Health & Fitness,1603.7,Expense
2024-07-29,Invoice financial software.,Travel,92.97,Expense
2024-07-30,Premium automatic client personal material.,Food & Drink,676.26,Expense
2024-07-30,Personal market charge economy shop.,Salary,673.1,Income
2024-07-30,Hope floor include.,Rent,533.55,Expense
2024-07-30,Arrive which consider.,Salary,1852.46,Income
2024-07-30,Charge regular advance express automatic.,Rent,534.16,Expense
2024-07-30,App investment.,Entertainment,628.62,Expense
2024-07-30,Subscription annual.,Investment,3454.84,Income
2024-07-30,Annual support software advance adjustment flight.,Salary,997.6,Income
2024-07-30,System client gym.,Investment,957.91,Income
2024-07-31,Business financial delivery.,Investment,2550.96,Income
2024-07-31,Tax account.,Other,4210.52,Income
2024-07-31,Support credit direct utility.,Food & Drink,1905.98,Expense
2024-07-31,Charge project online subscription bill.,Utilities,170.53,Expense
2024-07-31,Invoice project material bonus project software automatic.,Salary,1193.63,Income
2024-08-01,Daily debit discount premium payment electricity automatic.,Shopping,235.64,Expense
2024-08-01,Tax contract insurance plan entertainment.,Travel,995.05,Expense
2024-08-01,Regular automatic financial renewal.,Entertainment,1683.66,Expense
2024-08-01,Freelance processed parking vendor platform deposit internet.,Other,3232.58,Income
2024-08-01,Grocery delivery plan management.,Utilities,560.23,Expense
2024-08-01,Heart still building.,Food & Drink,1451.74,Expense
2024-08-01,Processed digital maintenance weekly investment automatic.,Investment,2295.38,Income
2024-08-02,We especially five network.,Food & Drink,1891.97,Expense
2024-08-02,Charge order.,Food & Drink,1706.54,Expense
2024-08-02,Equipment service reward app booking priority.,Utilities,517.3,Expense
2024-08-02,Parking clinic monthly total deposit support service.,Utilities,713.78,Expense
2024-08-02,Software purchase net adjustment.,Shopping,1451.89,Expense
2024-08-02,Reward purchase charge reward.,Other,1700.9,Income
2024-08-02,Sell only manage.,Shopping,1231.79,Expense
2024-08-03,Renewal gross system train material.,Salary,1026.12,Income
2024-08-03,Push east never size fight.,Travel,397.55,Expense
2024-08-03,Grocery net regular taxi transfer parking tax.,Utilities,664.08,Expense
2024-08-03,Digital pending personal.,Travel,923.48,Expense
2024-08-03,Ahead plant trial affect.,Salary,883.55,Income
2024-08-04,Subscription subscription loan savings deal.,Travel,952.83,Expense
2024-08-04,Material financial flight project internet.,Salary,1362.16,Income
2024-08-04,Renewal bus.,Entertainment,1148.95,Expense
2024-08-04,Investment train weekly online daily economy.,Utilities,996.66,Expense
2024-08-04,Monthly credit daily processed electricity.,Travel,1189.71,Expense
2024-08-04,System bus monthly contract.,Other,3681.28,Income
2024-08-04,Processed credit contract train water account.,Food & Drink,745.62,Expense
2024-08-04,Booking financial flight.,Health & Fitness,327.95,Expense
2024-08-04,Household tools pharmacy subscription shop savings.,Entertainment,980.96,Expense
2024-08-05,Charge fuel.,Utilities,1837.09,Expense
2024-08-05,Contract pending regular fee plan.,Entertainment,1506.11,Expense
2024-08-05,Annual platform account net processed travel household.,Shopping,1131.14,Expense
2024-08-05,Health daily investment.,Other,2585.33,Income
2024-08-05,Water fuel payment.,Utilities,875.1,Expense
2024-08-06,Bonus platform fee premium credit.,Food & Drink,471.37,Expense
2024-08-06,Household loan weekly flight.,Food & Drink,528.7,Expense
2024-08-06,Digital advance service restaurant.,Travel,1213.07,Expense
2024-08-06,Express account train mortgage maintenance financial.,Entertainment,971.21,Expense
2024-08-06,Financial gym processed shop clinic.,Salary,34.87,Income
2024-08-06,Express entertainment.,Investment,2594.29,Income
2024-08-07,Internet budget discount.,Other,2099.22,Income
2024-08-07,Freelance network pending net tools management.,Shopping,1356.04,Expense
2024-08-07,Network fee savings.,Rent,560.3,Expense
2024-08-07,Loan annual mall special package flight.,Shopping,1435.58,Expense
2024-08-07,Vendor economy contract management.,Travel,913.01,Expense
2024-08-07,Priority direct subscription balance.,Investment,2969.01,Income
2024-08-07,Software network.,Utilities,564.95,Expense
2024-08-07,Credit internet deal.,Salary,1642.91,Income
2024-08-07,Deal hotel order hospital household budget.,Entertainment,768.74,Expense
2024-08-08,Delivery total hardware subscription water.,Rent,1335.43,Expense
2024-08-08,Base player data whose.,Entertainment,1234.23,Expense
2024-08-08,Platform weekly health hospital internet.,Rent,1294.93,Expense
2024-08-08,Client tools economy.,Food & Drink,257.09,Expense
2024-08-08,Gym utility project internet freelance management contract.,Rent,1308.23,Expense
2024-08-09,Management health premium management hardware.,Travel,1394.0,Expense
2024-08-09,World site mr interest treatment.,Health & Fitness,486.12,Expense
2024-08-09,Order project hotel priority parking payment.,Food & Drink,1689.92,Expense
2024-08-09,Software clinic restaurant.,Salary,533.33,Income
2024-08-09,Travel material flight.,Travel,1170.27,Expense
2024-08-10,Credit deal.,Other,1419.96,Income
2024-08-10,Hotel app renewal insurance bus deal automatic.,Other,2107.26,Income
2024-08-10,Bonus renewal premium invoice material.,Food & Drink,396.46,Expense
2024-08-10,Credit deal mall adjustment subscription net parking.,Shopping,404.75,Expense
2024-08-10,Insurance phone water account.,Other,3196.1,Income
2024-08-11,Economy store salary.,Rent,366.88,Expense
2024-08-11,Delivery total mall food hardware.,Investment,2057.11,Income
2024-08-11,A let.,Investment,1211.0,Income
2024-08-11,Debit vendor interest equipment personal deposit freelance.,Shopping,1490.9,Expense
2024-08-11,Pharmacy grocery hospital taxi deposit automatic deal.,Food & Drink,126.17,Expense
2024-08-11,Bonus household.,Health & Fitness,1883.76,Expense
2024-08-11,Restaurant investment monthly deal economy tools processed.,Rent,723.98,Expense
2024-08-11,Direct pharmacy software insurance app train renewal.,Health & Fitness,430.93,Expense
2024-08-12,Deposit maintenance shop service.,Food & Drink,136.18,Expense
2024-08-12,Equipment credit purchase vendor digital support insurance.,Entertainment,1392.5,Expense
2024-08-12,Vendor discount grocery.,Food & Drink,979.64,Expense
2024-08-12,Express digital gym booking hospital clinic.,Rent,876.32,Expense
2024-08-12,Tools renewal regular equipment regular.,Travel,784.51,Expense
2024-08-12,Project equipment project flight economy business.,Entertainment,696.27,Expense
2024-08-12,Travel account contract fuel.,Shopping,1231.56,Expense
2024-08-13,Premium total network mall annual order.,Investment,4735.46,Income
2024-08-13,Loan service grocery.,Utilities,722.35,Expense
2024-08-13,Freelance total payment weekly adjustment delivery app.,Entertainment,1018.19,Expense
2024-08-13,Water internet total regular bus.,Investment,3654.56,Income
2024-08-13,Food maintenance payment travel.,Investment,2375.07,Income
2024-08-14,Claim move.,Rent,1839.16,Expense
2024-08-14,Mall mall.,Utilities,304.68,Expense
2024-08-14,Yourself successful defense subject.,Entertainment,1040.31,Expense
2024-08-14,Weekly package market account fee financial mortgage.,Food & Drink,1626.21,Expense
2024-08-14,Parking invoice platform.,Salary,276.6,Income
2024-08-14,A value lot.,Shopping,712.72,Expense
2024-08-14,Project taxi express payment restaurant.,Travel,542.58,Expense
2024-08-14,Equipment weekly annual economy.,Travel,965.01,Expense
2024-08-15,Advance premium insurance.,Travel,1659.75,Expense
2024-08-15,Clinic subscription.,Travel,1594.13,Expense
2024-08-15,Bed recognize store.,Health & Fitness,701.48,Expense
2024-08-15,Daily special digital total health grocery digital.,Health & Fitness,1308.63,Expense
2024-08-15,Budget vendor project.,Entertainment,1596.0,Expense
2024-08-15,Charge salary software electricity transfer support.,Shopping,493.13,Expense
2024-08-16,Client hotel tools credit hospital.,Food & Drink,1105.36,Expense
2024-08-16,Material special annual contract bill food loan.,Rent,206.13,Expense
2024-08-16,Special mortgage.,Shopping,895.22,Expense
2024-08-16,Hospital business deal invoice tax household.,Other,4820.81,Income
2024-08-16,Balance pending investment express monthly.,Salary,1897.6,Income
2024-08-16,Client credit discount electricity standard food bus.,Entertainment,1077.16,Expense
2024-08-16,Total budget bill household processed booking grocery.,Health & Fitness,265.59,Expense
2024-08-16,Plan support purchase mortgage grocery.,Entertainment,685.25,Expense
2024-08-17,Express digital gym travel management.,Utilities,381.58,Expense
2024-08-17,Daily service shop.,Other,1891.1,Income
2024-08-17,Credit premium fuel annual material.,Food & Drink,1691.75,Expense
2024-08-17,Adjustment business parking freelance financial.,Entertainment,692.03,Expense
2024-08-17,Hospital financial restaurant grocery.,Utilities,822.73,Expense
2024-08-17,Adjustment savings economy renewal grocery.,Entertainment,1020.84,Expense
2024-08-18,Maintenance health order platform subscription personal hospital.,Travel,1073.62,Expense
2024-08-18,Invoice budget gym service food.,Shopping,104.01,Expense
2024-08-18,Gym parking fuel mall.,Utilities,954.27,Expense
2024-08-18,Delivery insurance mall direct.,Entertainment,425.02,Expense
2024-08-19,Invoice bill electricity financial market.,Shopping,1540.1,Expense
2024-08-19,Adjustment credit online hardware deposit hotel parking.,Food & Drink,1419.53,Expense
2024-08-19,Clinic material.,Food & Drink,1038.08,Expense
2024-08-19,Debit advance equipment deal online internet investment.,Salary,1724.58,Income
2024-08-19,Financial online equipment.,Utilities,474.59,Expense
2024-08-20,Food special mall order monthly.,Travel,1404.47,Expense
2024-08-20,Gym interest clinic.,Health & Fitness,1646.33,Expense
2024-08-20,Restaurant project transfer household bonus subscription client.,Salary,1489.84,Income
2024-08-20,Software management savings transfer hospital reward.,Health & Fitness,1534.96,Expense
2024-08-20,Automatic daily.,Travel,1506.07,Expense
2024-08-20,Bus premium debit.,Travel,951.11,Expense
2024-08-20,Savings health travel standard.,Investment,2961.26,Income
2024-08-20,Advance parking weekly.,Health & Fitness,933.7,Expense
2024-08-20,Digital special insurance hotel mortgage investment.,Travel,971.71,Expense
2024-08-21,Restaurant salary booking subscription delivery project booking.,Other,4778.72,Income
2024-08-21,Fuel train store charge.,Utilities,1156.82,Expense
2024-08-21,Charge hardware business net interest automatic.,Shopping,294.66,Expense
2024-08-21,Utility debit.,Food & Drink,248.35,Expense
2024-08-21,Freelance standard client.,Travel,287.22,Expense
2024-08-21,Service vendor network pending water daily.,Health & Fitness,898.3,Expense
2024-08-21,Household priority.,Food & Drink,906.78,Expense
2024-08-21,Delivery premium purchase water pending regular.,Travel,1048.5,Expense
2024-08-22,Total restaurant.,Investment,2659.81,Income
2024-08-22,Reward loan priority reward delivery total.,Food & Drink,1034.53,Expense
2024-08-22,Package health market invoice total.,Utilities,1134.46,Expense
2024-08-22,Hotel material transfer interest.,Other,4580.15,Income
2024-08-22,Parking bill parking service gym hotel platform.,Shopping,562.16,Expense
2024-08-22,Market hardware store electricity net standard mall.,Shopping,1044.18,Expense
2024-08-22,Package express tax train automatic fee flight.,Investment,2175.19,Income
2024-08-22,There decision measure.,Entertainment,1216.66,Expense
2024-08-23,Freelance management.,Other,2687.52,Income
2024-08-23,Play woman remain event.,Other,538.0,Income
2024-08-23,Express system water.,Salary,753.97,Income
2024-08-23,Reward project contract water.,Utilities,1005.35,Expense
2024-08-24,Tools standard network grocery hospital total.,Entertainment,883.45,Expense
2024-08-24,Subscription food support parking reward bus.,Entertainment,1697.27,Expense
2024-08-24,Charge tools gym management discount package.,Travel,974.5,Expense
2024-08-24,Clinic gym store platform automatic premium priority.,Salary,1469.59,Income
2024-08-24,Project loan regular contract restaurant store.,Investment,2167.63,Income
2024-08-24,Hospital train plan shop personal equipment support.,Utilities,998.2,Expense
2024-08-25,Participant above.,Travel,686.53,Expense
2024-08-25,Credit insurance fuel account.,Food & Drink,1871.84,Expense
2024-08-25,Debit order special.,Utilities,1522.18,Expense
2024-08-25,Market mall network.,Other,3252.11,Income
2024-08-25,Including time reflect.,Other,4906.0,Income
2024-08-25,Payment water train.,Salary,476.73,Income
2024-08-25,Decision where foreign trial.,Shopping,1017.41,Expense
2024-08-25,Support monthly discount client debit project tax.,Food & Drink,1671.11,Expense
2024-08-26,Pharmacy platform train bus.,Shopping,1433.67,Expense
2024-08-26,Bill network invoice store train financial mall.,Shopping,340.31,Expense
2024-08-26,Client express.,Travel,712.1,Expense
2024-08-26,Renewal hardware.,Other,3593.76,Income
2024-08-26,Total processed mortgage maintenance transfer invoice credit.,Health & Fitness,748.42,Expense
2024-08-26,Digital premium utility bonus debit household.,Travel,1508.67,Expense
2024-08-26,Investment fuel bus market subscription management phone.,Other,2124.3,Income
2024-08-27,Market business health annual management.,Travel,1971.58,Expense
2024-08-27,Internet purchase.,Entertainment,654.52,Expense
2024-08-27,Fee taxi.,Entertainment,887.32,Expense
2024-08-27,Automatic digital network service.,Health & Fitness,920.85,Expense
2024-08-27,Online taxi.,Travel,537.7,Expense
2024-08-27,Tax booking clinic deal.,Entertainment,1404.17,Expense
2024-08-27,Economy taxi material standard shop personal.,Utilities,652.21,Expense
2024-08-27,Good spend still.,Salary,1542.23,Income
2024-08-27,Water market weekly.,Health & Fitness,107.49,Expense
2024-08-27,Bus support special health.,Shopping,1748.91,Expense
2024-08-27,Ball theory prepare much throughout.,Travel,1391.44,Expense
2024-08-27,Investment household deal.,Investment,1940.19,Income
2024-08-28,Investment package hotel salary subscription.,Food & Drink,1074.74,Expense
2024-08-28,Entertainment invoice.,Rent,1473.6,Expense
2024-08-28,Package business savings train.,Health & Fitness,921.15,Expense
2024-08-28,Health personal.,Entertainment,696.21,Expense
2024-08-28,Concern should recent across.,Salary,1366.37,Income
2024-08-28,Course staff personal space.,Shopping,1270.99,Expense
2024-08-28,View know develop after.,Food & Drink,969.12,Expense
2024-08-29,Insurance gross balance daily discount food.,Investment,2171.9,Income
2024-08-29,Fee premium invoice mortgage.,Food & Drink,1868.37,Expense
2024-08-29,Service train loan grocery tax management plan.,Travel,74.47,Expense
2024-08-29,Bus deposit tools hotel.,Food & Drink,630.61,Expense
2024-08-29,Monthly gross material premium hotel market.,Entertainment,1088.45,Expense
2024-08-29,Discount discount total app.,Investment,3906.98,Income
2024-08-29,Premium internet restaurant restaurant.,Entertainment,1192.12,Expense
2024-08-30,Mortgage priority savings platform.,Shopping,73.43,Expense
2024-08-30,Internet savings payment financial special total freelance.,Salary,1425.26,Income
2024-08-30,Woman whose already.,Entertainment,1602.32,Expense
2024-08-30,Hospital delivery store fuel tools.,Utilities,1036.62,Expense
2024-08-30,Vendor gross taxi personal water priority mortgage.,Shopping,1033.25,Expense
2024-08-30,Bonus parking standard discount adjustment direct booking.,Health & Fitness,375.32,Expense
2024-08-30,Investment electricity bill order.,Salary,1100.49,Income
2024-08-30,Bus client hardware online online.,Shopping,846.25,Expense
2024-08-31,Bill adjustment utility utility premium plan.,Salary,1074.94,Income
2024-08-31,Taxi renewal net hospital market clinic travel.,Rent,80.54,Expense
2024-08-31,Loan payment parking credit store entertainment.,Shopping,857.99,Expense
2024-08-31,Project electricity grocery.,Shopping,712.5,Expense
2024-08-31,Equipment gross booking fee.,Utilities,1579.52,Expense
2024-09-01,Taxi annual utility flight.,Other,3683.18,Income
2024-09-01,Deal financial maintenance contract regular delivery.,Food & Drink,380.53,Expense
2024-09-01,Automatic debit entertainment plan order renewal deal.,Entertainment,536.15,Expense
2024-09-01,Decide cultural start how thank.,Health & Fitness,1037.84,Expense
2024-09-01,Savings market premium.,Utilities,1021.89,Expense
2024-09-01,Loan water transfer management.,Health & Fitness,904.21,Expense
2024-09-02,Freelance adjustment travel daily hospital.,Food & Drink,38.99,Expense
2024-09-02,Management necessary process not.,Other,2533.0,Income
2024-09-02,Vendor personal priority shop direct network.,Rent,1144.81,Expense
2024-09-02,Loan budget.,Travel,1326.7,Expense
2024-09-02,Priority budget premium client train software.,Other,4018.04,Income
2024-09-02,Project entertainment flight hotel platform purchase discount.,Travel,610.0,Expense
2024-09-03,Purchase digital total discount support booking.,Food & Drink,1837.21,Expense
2024-09-03,Plan online service fee deposit order.,Other,2392.87,Income
2024-09-03,Maintenance store gross app service health.,Travel,251.26,Expense
2024-09-04,Personal balance booking.,Rent,1334.59,Expense
2024-09-04,Payment economy plan.,Food & Drink,795.47,Expense
2024-09-04,Household weekly service economy phone delivery credit.,Shopping,1388.5,Expense
2024-09-04,Charge platform.,Rent,397.08,Expense
2024-09-04,Bill premium insurance delivery.,Entertainment,488.67,Expense
2024-09-04,Financial total.,Health & Fitness,1152.8,Expense
2024-09-05,Item yet ever quite.,Travel,373.74,Expense
2024-09-05,Loan shop total.,Rent,693.75,Expense
2024-09-05,Annual hospital net insurance balance.,Food & Drink,462.79,Expense
2024-09-05,Mall online electricity net discount bill.,Utilities,815.95,Expense
2024-09-05,Transfer priority deposit loan salary clinic gym.,Salary,1508.85,Income
2024-09-05,Express gross gross investment food.,Shopping,550.7,Expense
2024-09-05,Assume campaign assume.,Shopping,1350.66,Expense
2024-09-05,Talk thing rock ever summer.,Rent,1113.56,Expense
2024-09-05,Pass quite third ability interview.,Other,3396.0,Income
2024-09-05,Express net.,Other,2340.75,Income
2024-09-06,Plan service health pending bonus.,Rent,1284.96,Expense
2024-09-06,Guess service this different.,Entertainment,1003.01,Expense
2024-09-06,Purchase renewal loan.,Health & Fitness,897.04,Expense
2024-09-06,Delivery plan express savings financial.,Rent,1555.01,Expense
2024-09-06,Travel booking.,Rent,719.37,Expense
2024-09-06,Hospital direct mortgage fee.,Rent,1832.42,Expense
2024-09-06,Monthly monthly flight delivery bonus contract weekly.,Rent,1110.4,Expense
2024-09-06,Parking charge client charge contract food.,Salary,1030.21,Income
2024-09-07,Economy renewal.,Travel,1093.92,Expense
2024-09-07,Mother first hot free.,Investment,2674.0,Income
2024-09-08,Wrong difficult.,Entertainment,1671.53,Expense
2024-09-08,Restaurant priority renewal deposit savings internet.,Investment,1139.12,Income
2024-09-08,Parking fuel.,Salary,1061.43,Income
2024-09-08,Salary vendor.,Shopping,1201.59,Expense
2024-09-08,Travel bill personal maintenance.,Health & Fitness,928.2,Expense
2024-09-08,Transfer booking.,Rent,363.16,Expense
2024-09-08,Electricity system service digital service hospital.,Food & Drink,1577.95,Expense
2024-09-08,Renewal renewal digital water.,Food & Drink,1412.71,Expense
2024-09-08,Interest investment.,Salary,265.38,Income
2024-09-09,Service business annual package plan internet platform.,Travel,933.9,Expense
2024-09-09,Mortgage regular project household client taxi market.,Entertainment,902.11,Expense
2024-09-09,Express grocery invoice renewal daily vendor.,Health & Fitness,685.96,Expense
2024-09-10,Investment annual business personal loan.,Shopping,185.9,Expense
2024-09-10,Restaurant loan personal equipment insurance tools.,Food & Drink,1619.4,Expense
2024-09-10,Utility regular project project.,Shopping,774.78,Expense
2024-09-10,Interest project internet.,Investment,2864.0,Income
2024-09-10,Gross deposit platform subscription.,Entertainment,1324.31,Expense
2024-09-10,Online water.,Salary,1032.54,Income
2024-09-10,Online contract debit pharmacy entertainment market.,Shopping,1747.3,Expense
2024-09-10,Flight bill express bill electricity.,Rent,941.74,Expense
2024-09-10,True culture.,Health & Fitness,320.43,Expense
2024-09-11,Client express.,Travel,842.0,Expense
2024-09-11,Credit train.,Food & Drink,602.48,Expense
2024-09-11,Bill order freelance hospital financial express.,Health & Fitness,378.24,Expense
2024-09-11,Vendor direct taxi management savings adjustment internet.,Other,3133.43,Income
2024-09-11,Material support processed clinic.,Health & Fitness,615.91,Expense
2024-09-12,Hospital economy annual bus maintenance.,Entertainment,746.41,Expense
2024-09-12,Platform software pending salary payment plan deposit.,Rent,173.01,Expense
2024-09-13,Plan balance deposit reward express vendor.,Food & Drink,514.36,Expense
2024-09-13,As personal agreement.,Investment,4535.0,Income
2024-09-13,Pending balance.,Rent,784.09,Expense
2024-09-13,Electricity digital purchase internet food advance.,Shopping,1626.22,Expense
2024-09-14,Transfer advance mall savings freelance flight regular.,Investment,2613.71,Income
2024-09-14,Taxi personal market gym transfer investment.,Investment,4315.86,Income
2024-09-14,Client support interest bill.,Food & Drink,241.41,Expense
2024-09-14,Shop phone app parking tax.,Shopping,1692.61,Expense
2024-09-14,Processed debit annual flight net water automatic.,Other,4078.33,Income
2024-09-14,Water total market annual hardware phone management.,Health & Fitness,324.48,Expense
2024-09-15,Insurance savings train.,Rent,1398.33,Expense
2024-09-15,Savings gross internet direct.,Other,2313.99,Income
2024-09-15,Credit platform equipment.,Entertainment,867.25,Expense
2024-09-15,Budget maintenance.,Entertainment,721.74,Expense
2024-09-15,Shop plan shop discount.,Entertainment,923.38,Expense
2024-09-15,Plan salary insurance.,Food & Drink,897.3,Expense
2024-09-15,Or phone.,Food & Drink,1697.54,Expense
2024-09-16,Debit restaurant train account management.,Food & Drink,1958.47,Expense
2024-09-16,Software discount savings balance app standard.,Health & Fitness,909.66,Expense
2024-09-16,East list when.,Health & Fitness,989.76,Expense
2024-09-16,Household salary budget subscription bill.,Investment,4609.63,Income
2024-09-16,Platform network taxi train online vendor.,Shopping,310.62,Expense
2024-09-16,Fuel clinic budget network investment.,Entertainment,936.57,Expense
2024-09-17,Mind door authority outside.,Travel,986.7,Expense
2024-09-17,Balance train taxi.,Entertainment,1199.91,Expense
